0.7853981633974483,0,0.853553390593274
0.7853981633974483,0.05,0.8358757210636101
0.7853981633974483,0.1,0.8181980515339464
0.7853981633974483,0.25,0.7651650429449552
0.7853981633974483,0.5,0.676776695296637
0.39269908169872414,0,0.8061862178478973
0.39269908169872414,0.05,0.7908769069555024
0.39269908169872414,0.1,0.7755675960631077
0.39269908169872414,0.25,0.7296396633859228
0.39269908169872414,0.5,0.6530931089239487
0.19634954084936207,0,0.767680617691906
0.19634954084936207,0.05,0.7542965868073107
0.19634954084936207,0.1,0.7409125559227153
0.19634954084936207,0.25,0.7007604632689296
0.19634954084936207,0.5,0.6338403088459532
0.09817477042468103,0,0.7547131025468111
0.09817477042468103,0.05,0.7419774474194706
0.09817477042468103,0.1,0.7292417922921302
0.09817477042468103,0.25,0.6910348269101083
0.09817477042468103,0.5,0.6273565512734056
0.04908738521234052,0,0.7511980493304019
0.04908738521234052,0.05,0.7386381468638817
0.04908738521234052,0.1,0.7260782443973618
0.04908738521234052,0.25,0.6883985369978013
0.04908738521234052,0.5,0.625599024665201
